name,text
Cytomegalovirus infection,"Cytomegalovirus (CMV) is a common virus that can infect people of all ages. Most people with CMV have no symptoms, but it can cause serious problems in people with weakened immune systems. Symptoms: Fever, Fatigue, Sore throat, Swollen glands, Muscle aches, Loss of appetite, Jaundice, Pneumonia, Encephalitis. Treatments: Antiviral medications, Ganciclovir, Valganciclovir, Foscarnet."
Dengue fever,"Dengue fever is a viral infection transmitted by mosquitoes. It can cause a high fever, severe headache, joint and muscle pain, and a rash. Symptoms: High fever, Severe headache, Joint and muscle pain, Nausea and vomiting, Rash, Pain behind the eyes, Fatigue. Treatments: Pain relievers, Fluid replacement therapy, Rest, Preventing dehydration."
Diphtheria,"Diphtheria is a bacterial infection that can cause severe respiratory and cardiac problems. It is spread through contact with an infected person or object. Symptoms: Sore throat, Fever, Swollen glands in the neck, Weakness and fatigue, Difficulty breathing, Nasal discharge, Formation of a thick grayish coating in the throat and nose. Treatments: Antibiotics, Diphtheria antitoxin, Supportive care."
Ebola virus disease,"Ebola virus disease (EVD) is a rare but severe illness caused by the Ebola virus. Symptoms: Fever, Headache, Muscle pain, Fatigue, Diarrhea, Vomiting, Abdominal pain, Unexplained hemorrhage. Treatments: Supportive care, Experimental treatments."
Ehrlichiosis,"Ehrlichiosis is a bacterial illness transmitted by ticks that causes flu-like symptoms. Symptoms: Fever, Headache, Muscle aches, Fatigue, Nausea, Vomiting, Diarrhea, Cough, Joint pain, Confusion. Treatments: Doxycycline, Other antibiotics."
E. coli infection,"E. coli infection is a type of foodborne illness caused by consuming food or water contaminated with the bacteria E. coli. Symptoms: Abdominal pain, Diarrhea, Nausea, Vomiting, Fatigue, Fever, Bloody stool. Treatments: Supportive care, Fluid replacement."
Encephalitis,"Encephalitis is inflammation of the brain, usually caused by a viral infection. Symptoms: Fever, Headache, Stiff neck, Confusion, Seizures, Muscle weakness, Personality changes, Loss of consciousness. Treatments: Antiviral medications, Steroids, Supportive care."
Enterovirus infection,"Enterovirus infection is a viral illness that can cause a range of symptoms from mild to severe. Symptoms: Fever, Headache, Muscle aches, Fatigue, Rash, Sore throat, Runny nose, Cough, Diarrhea, Vomiting, Meningitis, Encephalitis. Treatments: Supportive care, Antiviral medications, Pain and fever relief."
Erysipelas,"Erysipelas is a bacterial skin infection that usually affects the legs, but can also occur on the face, arms and other parts of the body. It is caused by group A streptococcus bacteria and is characterized by redness, warmth, and swelling of the affected area. Symptoms: Redness, warmth, and swelling of the skin, Fever, Chills, Fatigue, Pain and tenderness in the affected area, Blisters and sores may develop. Treatments: Antibiotics, such as penicillin or erythromycin, Pain relievers, such as acetaminophen or ibuprofen, Elevating the affected limb to reduce swelling, Resting and staying hydrated."
Escherichia coli O157:H7 infection,"Escherichia coli O157:H7 is a strain of E. coli bacteria that can cause severe foodborne illness. It is typically spread through contaminated food or water and can lead to symptoms such as abdominal pain, diarrhea, and dehydration. In severe cases, it can cause kidney failure and other complications. Symptoms: Abdominal pain and cramping, Diarrhea, often bloody, Nausea and vomiting, Dehydration, Fever, Fatigue. Treatments: Drinking plenty of fluids to prevent dehydration, Antibiotics are not recommended for treating E. coli O157:H7 infection as they can increase the risk of kidney damage, In severe cases, hospitalization may be necessary."
Filariasis,"Filariasis is a parasitic infection that is transmitted by mosquitoes. It can lead to a variety of symptoms, including fever, lymphedema, and elephantiasis. The infection is common in many tropical and subtropical regions of the world. Symptoms: Swelling of the limbs, genitalia, or breasts, Fever, Chills, Muscle and joint pain, Fatigue, Skin rash, Lymphedema. Treatments: Antiparasitic medication, such as diethylcarbamazine, Symptomatic treatment, such as pain relievers or antibiotics to treat secondary infections, Preventive measures, such as mosquito control measures and the use of bed nets."
Giardiasis,"Giardiasis is a diarrheal illness caused by the microscopic parasite Giardia. Symptoms: diarrhea, abdominal cramps, bloating, nausea, fatigue, loss of appetite, weight loss. Treatments: Antibiotics, Anti-diarrheal medications, Rehydration therapy."
Gonorrhea,"Gonorrhea is a sexually transmitted infection caused by the bacterium Neisseria gonorrhoeae. Symptoms: painful urination, abnormal discharge, painful intercourse, lower abdominal pain, fever. Treatments: Antibiotics, Pain relief medication, Rest, Safe sex practices."
Group A streptococcal infection,"Group A streptococcal infection is a bacterial infection caused by group A streptococcus. Symptoms: fever, sore throat, swollen lymph nodes, nausea, vomiting, abdominal pain, rash. Treatments: Antibiotics, Pain relief medication, Rest."
Haemophilus influenzae infection,"Haemophilus influenzae infection is a bacterial infection caused by Haemophilus influenzae. Symptoms: fever, headache, stiff neck, fatigue, ear pain, difficulty breathing. Treatments: Antibiotics, Pain relief medication, Rest."
Hantavirus pulmonary syndrome,"Hantavirus pulmonary syndrome is a rare but serious respiratory disease caused by hantavirus. Symptoms: fever, muscle aches, fatigue, shortness of breath, cough, headaches, abdominal pain. Treatments: Hospitalization, Oxygen therapy, Fluid replacement therapy."
Helminthiasis,"Helminthiasis is a parasitic disease caused by helminths. Symptoms: abdominal pain, diarrhea, nausea, vomiting, fever, fatigue, weight loss. Treatments: Antiparasitic medications, Surgery (in some cases)."
Hepatitis A,"Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. Symptoms: Fatigue, Nausea and vomiting, Abdominal pain, Loss of appetite, Dark urine, Joint pain, Jaundice. Treatments: Rest, Adequate nutrition, Fluids, Vaccination."
Hepatitis B,"Hepatitis B is a viral infection that attacks the liver and can cause both acute and chronic disease. Symptoms: Fever, Fatigue, Loss of appetite, Nausea, Vomiting, Abdominal pain, Joint pain, Jaundice. Treatments: Antiviral medication, Rest, Adequate nutrition, Fluids, Vaccination."
Hepatitis C,"Hepatitis C is a viral infection that causes liver inflammation, sometimes leading to serious liver damage. Symptoms: Fever, Fatigue, Joint pain, Muscle pain, Loss of appetite, Nausea, Vomiting, Abdominal pain, Dark urine, Jaundice. Treatments: Antiviral medication, Rest, Adequate nutrition, Fluids."
Herpes zoster,"Herpes zoster, also known as shingles, is a viral infection that causes a painful rash. Symptoms: Pain, burning, or tingling on one side of the body, A rash that appears as a band or stripe on one side of the body, Blisters that break open and crust over, Itching, Fever, Headache, Sensitivity to light. Treatments: Antiviral medication, Pain relievers, Topical creams or gels, Cool, wet compresses, Rest."
Histoplasmosis,"Histoplasmosis is a fungal infection caused by inhaling spores of the fungus Histoplasma capsulatum. It can cause flu-like symptoms and can be severe in people with weakened immune systems. Symptoms: Fever, Cough, Chest pain, Fatigue, Body aches. Treatments: Antifungal medications, Oxygen therapy, Intravenous fluids."
Hookworm infection,"Hookworm infection is caused by parasitic worms that live in the intestines. It is commonly found in areas with poor sanitation and can lead to anemia and malnutrition. Symptoms: Itching and a rash at the site of infection, Abdominal pain, Diarrhea, Fatigue, Loss of appetite. Treatments: Anthelmintic medications, Iron supplements, Intravenous fluids."
Human papillomavirus infection,"Human papillomavirus (HPV) is a viral infection that can cause genital warts and increase the risk of developing certain cancers, including cervical cancer. Symptoms: Genital warts, Abnormal Pap test results, No symptoms in many cases. Treatments: Medications to treat warts, Surgery to remove abnormal tissue, Vaccines to prevent infection."
Impetigo,"Impetigo is a highly contagious bacterial skin infection that causes sores and blisters. It is common in children and can spread easily through contact with the infected person. Symptoms: Red sores that quickly turn into blisters, Fluid-filled blisters that burst and develop honey-colored crusts, Itching. Treatments: Antibiotic ointments or creams, Oral antibiotics, Keeping the affected area clean and covered."
Influenza,"Influenza, or the flu, is a viral infection that affects the respiratory system. It can cause fever, cough, body aches, and other symptoms, and can be serious in people with weakened immune systems or other health conditions. Symptoms: Fever, Cough, Sore throat, Runny or stuffy nose, Body aches, Headache, Fatigue. Treatments: Antiviral medications, Fever-reducing medications, Fluids and rest."
Japanese encephalitis,"Japanese encephalitis is a viral infection that is transmitted by mosquitoes and can cause inflammation of the brain. Symptoms: Fever, Headache, Vomiting, Seizures, Stiff neck, Muscle weakness, Confusion. Treatments: Supportive care, Antiviral medication, Preventive vaccination."
Kawasaki disease,"Kawasaki disease is an illness that primarily affects children and can cause inflammation in the blood vessels throughout the body. Symptoms: Fever, Red eyes, Rash, Swollen lymph nodes, Swollen hands and feet, Strawberry tongue. Treatments: Intravenous immunoglobulin (IVIG), Aspirin, Corticosteroids."
Legionellosis,"Legionellosis is a type of pneumonia caused by the Legionella bacteria. Symptoms: Cough, Fever, Shortness of breath, Muscle aches, Headache, Nausea and vomiting. Treatments: Antibiotics, Supportive care."
Leishmaniasis,"Leishmaniasis is a parasitic disease that is transmitted by the bite of infected sand flies. Symptoms: Skin sores, Fever, Weight loss, Enlarged spleen and liver. Treatments: Antiparasitic medication, Wound care."
Leprosy,"Leprosy is a chronic bacterial infection that can damage the skin, nerves, and other organs. Symptoms: Skin lesions, Numbness or lack of sensation, Muscle weakness, Eye problems, Nosebleeds. Treatments: Multidrug therapy, Surgery for deformities, Rehabilitation."
Leptospirosis,"Leptospirosis is an infection caused by bacteria of the Leptospira genus. It can cause a wide range of symptoms, from mild flu-like symptoms to severe disease involving multiple organs. Symptoms: Fever, Headache, Muscle aches, Vomiting, Jaundice, Red eyes, Abdominal pain, Diarrhea, Rash, Chills. Treatments: Antibiotics, Supportive care."
Listeriosis,"Listeriosis is a serious infection caused by eating food contaminated with the bacterium Listeria monocytogenes. It can cause a variety of symptoms, from mild flu-like symptoms to severe disease involving the brain and other organs. Symptoms: Fever, Muscle aches, Nausea, Diarrhea, Headache, Stiff neck, Confusion, Loss of balance, Convulsions. Treatments: Antibiotics, Supportive care."
Lyme disease,"Lyme disease is an infection caused by the bacterium Borrelia burgdorferi. It is transmitted to humans through the bite of infected blacklegged ticks. The symptoms of Lyme disease can vary widely, from mild flu-like symptoms to severe disease involving the heart, joints, and nervous system. Symptoms: Fever, Headache, Fatigue, Muscle aches, Joint pain, Swollen lymph nodes, Bull's-eye rash. Treatments: Antibiotics, Pain relievers."
Malaria,"Malaria is a life-threatening disease caused by parasites that are transmitted to people through the bites of infected female Anopheles mosquitoes. It can cause fever, chills, and flu-like symptoms, and can be a serious health risk if not treated promptly. Symptoms: Fever, Chills, Headache, Sweats, Fatigue, Nausea and vomiting, Muscle pain, Joint pain, Anemia, Convulsions. Treatments: Antimalarial medications, Supportive care."
Measles,"Measles is a highly contagious viral disease that can be serious or even fatal. It is spread through the air by coughing or sneezing. The symptoms of measles include fever, cough, runny nose, and a rash all over the body. Symptoms: Fever, Cough, Runny nose, Red, watery eyes, Rash, Small white spots with bluish-white centers inside the mouth, Body aches. Treatments: Symptom relief, Supportive care."
Meningococcal disease,"Meningococcal disease is a bacterial infection that can cause meningitis and sepsis. It is caused by the bacterium Neisseria meningitidis and is spread through respiratory and throat secretions. Symptoms: Fever, Headache, Stiff neck, Nausea and vomiting, Sensitivity to light, Confusion, Rash. Treatments: Antibiotics, Intravenous fluids, Oxygen therapy, Supportive care."
Methicillin-resistant Staphylococcus aureus (MRSA) infection,"MRSA is a type of staph infection that is resistant to many antibiotics. It can cause skin infections, pneumonia, and other infections. MRSA is spread through contact with contaminated surfaces or through skin-to-skin contact. Symptoms: Redness and swelling of the skin, Painful skin lesions, Fever, Chills, Chest pain, Shortness of breath. Treatments: Antibiotics, Draining of abscesses, Supportive care."
Molluscum contagiosum,"Molluscum contagiosum is a viral infection that causes small, raised, pearl-like bumps on the skin. It is spread through skin-to-skin contact and contact with contaminated objects. Symptoms: Small, raised bumps on the skin, White, waxy cores in the bumps, Itching. Treatments: Topical medications, Cryotherapy, Curettage, Laser therapy."
Monkeypox,"Monkeypox is a rare viral disease that is similar to smallpox. It is spread through contact with infected animals or humans. Monkeypox can cause fever, rash, and pustules on the skin. Symptoms: Fever, Headache, Muscle aches, Backache, Swollen lymph nodes, Chills, Exhaustion, Rash. Treatments: Supportive care, Antiviral medications."
Mumps,"Mumps is a viral infection that causes swelling of the salivary glands. It is spread through respiratory droplets and contact with contaminated surfaces. Mumps can also cause inflammation of the testicles, ovaries, and brain. Symptoms: Swelling of the salivary glands, Fever, Headache, Muscle aches, Fatigue, Loss of appetite, Painful testicles or breasts, Stiff neck, Difficulty swallowing. Treatments: Supportive care, Pain relievers, Ice packs, Fluids."
Mycobacterium avium complex infection,"Mycobacterium avium complex (MAC) infection is a type of bacterial infection that commonly affects people with weakened immune systems, such as those with HIV/AIDS. Symptoms: Fever, Fatigue, Weight loss, Night sweats, Diarrhea, Abdominal pain, Persistent cough, Shortness of breath. Treatments: Antibiotics, Antimicrobial therapy, Immune system therapy."
Mycoplasma pneumonia,"Mycoplasma pneumonia is a type of bacterial pneumonia that affects the respiratory system. Symptoms: Fever, Cough, Sore throat, Headache, Fatigue, Muscle aches, Shortness of breath. Treatments: Antibiotics, Anti-inflammatory medications, Rest and fluids."
Necrotizing fasciitis,"Necrotizing fasciitis is a rare but serious bacterial infection that affects the soft tissue under the skin, including muscle and fat. Symptoms: Intense pain, Swelling, Redness, Fever, Nausea and vomiting, Fatigue, Ulcers or blisters, Blackened or dead skin. Treatments: Antibiotics, Surgery to remove infected tissue, Supportive care."
Neonatal tetanus,"Neonatal tetanus is a type of tetanus that affects newborn babies. It is caused by exposure to the bacteria that produce tetanus toxin. Symptoms: Stiffness and spasms in the muscles, Irritability, Difficulty feeding, Difficulty breathing, Fever, Sweating, High blood pressure, Rapid heart rate. Treatments: Antibiotics, Tetanus immunoglobulin, Supportive care."
Norovirus infection,"Norovirus infection is a type of viral infection that affects the stomach and intestines. It is highly contagious and can spread easily in crowded places. Symptoms: Nausea, Vomiting, Diarrhea, Stomach cramps, Fever, Headache, Body aches. Treatments: Rest and fluids, Anti-nausea medication, Rehydration therapy."
Onchocerciasis,"Onchocerciasis, also known as river blindness, is a parasitic disease caused by the worm Onchocerca volvulus. It is transmitted to humans through the bites of blackflies. Symptoms: Skin rash, Itching, Eye lesions, Visual impairment. Treatments: Ivermectin, Doxycycline, Surgery (for advanced cases)."
Ophthalmia neonatorum,"Ophthalmia neonatorum is a form of conjunctivitis that occurs in newborn babies. It is usually caused by an infection acquired during delivery from the mother, who may have a sexually transmitted infection. Symptoms: Eye redness, Swelling of the eyelids, Discharge from the eyes. Treatments: Antibiotic eye drops or ointment, Preventive measures (e.g. screening and treating pregnant women for STIs)."
Osteomyelitis,"Osteomyelitis is a bone infection that can occur in any bone in the body. It is usually caused by bacteria that enter the bone through a wound or during surgery. Symptoms: Pain and tenderness in the affected area, Swelling, Fever, Fatigue. Treatments: Antibiotics (oral or intravenous), Surgery (for severe cases or to remove dead tissue)."
Paratyphoid fever,"Paratyphoid fever is a bacterial infection caused by Salmonella Paratyphi bacteria. It is usually contracted by consuming contaminated food or water. Symptoms: Fever, Abdominal pain, Diarrhea, Nausea and vomiting. Treatments: Antibiotics, Fluid and electrolyte replacement, Rest and adequate nutrition."
Pertussis,"Pertussis, also known as whooping cough, is a highly contagious respiratory infection caused by the bacterium Bordetella pertussis. It can affect people of all ages, but is most dangerous for infants. Symptoms: Cough (often severe and persistent), Whooping sound during coughing fits, Vomiting, Fatigue. Treatments: Antibiotics (to prevent the spread of the infection), Supportive care (e.g. fluids, rest, and nutrition), Vaccination (to prevent infection)."
Pneumococcal disease,"Pneumococcal disease is an infection caused by Streptococcus pneumoniae bacteria. It can lead to pneumonia, meningitis, and other infections. Symptoms: Fever, Cough, Chest pain, Shortness of breath, Stiff neck, Headache. Treatments: Antibiotics, Vaccination."
Poliomyelitis,"Poliomyelitis, also known as polio, is a highly contagious viral infection that can lead to paralysis, breathing problems, and even death. Symptoms: Fever, Headache, Nausea, Vomiting, Stiffness in the neck, Muscle weakness or paralysis. Treatments: Supportive care, Vaccination."
Q fever,"Q fever is a bacterial infection caused by Coxiella burnetii. It can cause fever, headaches, muscle aches, and pneumonia. Symptoms: Fever, Headache, Muscle aches, Chills, Sweats, Cough, Chest pain. Treatments: Antibiotics, Supportive care."
Rabies,"Rabies is a deadly viral infection that is transmitted to humans through the bite of an infected animal, such as a dog or bat. Symptoms: Fever, Headache, Muscle weakness, Seizures, Excessive salivation, Paralysis. Treatments: Post-exposure prophylaxis, Vaccination."
Respiratory syncytial virus infection,"Respiratory syncytial virus (RSV) infection is a common respiratory infection that can cause serious illness, particularly in young children and older adults. Symptoms: Runny or stuffy nose, Cough, Fever, Wheezing, Difficulty breathing. Treatments: Supportive care, Antiviral medication."
Rheumatic fever,"Rheumatic fever is a complication of untreated strep throat. It can cause inflammation of the heart, joints, and other organs. Symptoms: Fever, Joint pain and swelling, Chest pain, Shortness of breath. Treatments: Antibiotics, Anti-inflammatory medication, Bed rest."
Rift Valley fever,"Rift Valley fever is a viral disease that affects both humans and animals. It is most commonly found in sub-Saharan Africa. Symptoms: Fever, Headache, Muscle pain, Fatigue. Treatments: Symptomatic treatment, Fluid and electrolyte replacement, Supportive care."
Rocky Mountain spotted fever,"Rocky Mountain spotted fever is a bacterial infection that is spread by ticks. It is most commonly found in North and South America. Symptoms: Fever, Headache, Muscle pain, Rash. Treatments: Antibiotics, Symptomatic treatment, Supportive care."
Rotavirus infection,"Rotavirus infection is a common cause of diarrhea in infants and young children. It can lead to dehydration and other complications. Symptoms: Diarrhea, Vomiting, Fever, Abdominal pain. Treatments: Rehydration therapy, Symptomatic treatment, Prevention through vaccination."
Rubella,"Rubella, also known as German measles, is a viral infection that can cause rash, fever, and swollen lymph nodes. Symptoms: Rash, Fever, Headache, Swollen lymph nodes. Treatments: Symptomatic treatment, Prevention through vaccination."
Salmonellosis,"Salmonellosis is a bacterial infection that can cause diarrhea, fever, and abdominal cramps. Most people recover without treatment, but in some cases, it can lead to more severe illness. Symptoms: Nausea, Vomiting, Abdominal cramps, Fever, Diarrhea, Headache. Treatments: Drinking fluids to prevent dehydration, Antibiotics (in severe cases)."
SARS (severe acute respiratory syndrome),"SARS is a serious respiratory illness caused by the SARS coronavirus. It first appeared in Asia in 2003 and spread to several other countries. SARS can cause severe breathing problems, fever, and other symptoms. Symptoms: Fever, Chills, Dry cough, Shortness of breath, Muscle aches, Headache, Sore throat, Malaise. Treatments: Antiviral medications (in some cases), Corticosteroids (to reduce inflammation), Oxygen therapy."
Scabies,"Scabies is a contagious skin condition caused by tiny mites that burrow into the skin. It causes intense itching and a rash. Symptoms: Intense itching (especially at night), Rash (usually on the hands, feet, or genitals), Small, raised bumps on the skin. Treatments: Prescription medications to kill the mites, Topical creams or lotions."
Scarlet fever,"Scarlet fever is a bacterial infection that can cause a bright red rash, fever, sore throat, and other symptoms. It is most common in children between the ages of 5 and 15. Symptoms: Fever, Sore throat, Bright red rash (usually on the chest, stomach, and limbs), Reddening of the tongue (known as ""strawberry tongue""), Headache, Nausea, Vomiting. Treatments: Antibiotics, Over-the-counter pain relievers (to reduce fever and discomfort)."
Shigellosis,"Shigellosis is an infection caused by the Shigella bacteria. It can cause diarrhea, fever, and stomach cramps. In severe cases, it can lead to dehydration and other complications. Symptoms: Diarrhea (which may be bloody), Fever, Stomach cramps, Nausea, Vomiting. Treatments: Drinking fluids to prevent dehydration, Antibiotics (in severe cases)."
Smallpox,"Smallpox is a contagious disease caused by the variola virus. It is characterized by a fever and a distinctive rash. Symptoms: Fever, Fatigue, Headache, Backache, Rash. Treatments: Vaccination, Antiviral drugs, Symptomatic relief."
Staphylococcal scalded skin syndrome,"Staphylococcal scalded skin syndrome is a rare skin condition caused by the bacteria Staphylococcus aureus. It is characterized by redness and blistering of the skin. Symptoms: Fever, Redness of the skin, Blisters on the skin, Skin peeling. Treatments: Antibiotics, Pain relief medication, Intravenous fluids."
Strep throat,"Strep throat is a bacterial infection that affects the throat and tonsils. It is characterized by a sore throat, fever, and swollen lymph nodes. Symptoms: Sore throat, Fever, Swollen lymph nodes, Difficulty swallowing. Treatments: Antibiotics, Pain relief medication, Rest and fluids."
Syphilis,"Syphilis is a sexually transmitted infection caused by the bacteria Treponema pallidum. It is characterized by a sore or ulcer at the site of infection and a rash that can appear on the palms of the hands and soles of the feet. Symptoms: Painless sore or ulcer, Rash on the palms of the hands and soles of the feet, Fever, Fatigue. Treatments: Antibiotics, Penicillin injections, Regular testing."
Tetanus,"Tetanus is a bacterial infection that affects the nervous system. It is characterized by muscle stiffness and spasms, particularly in the jaw muscles. Symptoms: Muscle stiffness and spasms, Jaw cramping, Fever, Sweating. Treatments: Antitoxin medication, Muscle relaxants, Pain relief medication."
Toxoplasmosis,"Toxoplasmosis is a parasitic infection caused by the Toxoplasma gondii parasite. It is usually transmitted through contact with contaminated cat feces, eating undercooked meat, or vertical transmission from mother to fetus during pregnancy. Symptoms: Flu-like symptoms (such as fever, fatigue, body aches), Swollen lymph nodes, Muscle aches and pains, Headache, Sore throat, Skin rash, Inflammation of the lungs, heart, or eyes (in severe cases). Treatments: Antibiotics (such as sulfadiazine, pyrimethamine, and clindamycin), Corticosteroids (to reduce inflammation in severe cases), Symptomatic treatment (such as pain relievers, fever reducers, and rest)."
Trachoma,"Trachoma is a bacterial infection of the eyes caused by the Chlamydia trachomatis bacterium. It is usually transmitted through contact with contaminated hands, clothing, or flies. Symptoms: Irritation and redness of the eyes, Swelling of the eyelids, Discharge from the eyes, Sensitivity to light, Blurred vision, Formation of small bumps on the inner surface of the eyelids (in severe cases). Treatments: Antibiotics (such as azithromycin and tetracycline), Surgery (in severe cases), Facial cleanliness and environmental improvements (to prevent transmission)."
Tuberculosis,"Tuberculosis (TB) is a bacterial infection caused by the Mycobacterium tuberculosis bacterium. It usually affects the lungs, but can also affect other parts of the body. Symptoms: Coughing (with or without blood), Chest pain, Fatigue, Fever, Night sweats, Loss of appetite, Weight loss, Shortness of breath (in severe cases). Treatments: Antibiotics (such as isoniazid, rifampin, and ethambutol), Directly Observed Therapy (DOT) to ensure compliance with medication, Surgery (in severe cases), Vaccination (in some cases)."
Tularemia,"Tularemia is a rare infectious disease caused by the bacterium Francisella tularensis. Symptoms: Fever, Chills, Headache, Muscle aches, Joint pain, Dry cough, Progressive weakness. Treatments: Antibiotics, Supportive care."
Typhoid fever,"Typhoid fever is a bacterial infection caused by Salmonella typhi. Symptoms: Fever, Headache, Abdominal pain, Loss of appetite, Fatigue, Diarrhea or constipation, Rash. Treatments: Antibiotics, Supportive care."
Typhus,"Typhus is a group of infectious diseases caused by bacteria called Rickettsia. Symptoms: Fever, Headache, Muscle pain, Nausea and vomiting, Rash, Cough. Treatments: Antibiotics, Supportive care."
Urinary tract infection (UTI),"Urinary tract infection (UTI) is an infection in any part of the urinary system, including the kidneys, bladder, and urethra. Symptoms: Burning sensation during urination, Frequent urge to urinate, Passing small amounts of urine, Cloudy urine, Strong-smelling urine, Pelvic pain. Treatments: Antibiotics, Pain relievers."
Varicella (chickenpox),"Varicella, commonly known as chickenpox, is a highly contagious disease caused by the varicella-zoster virus. Symptoms: Fever, Headache, Tiredness, Rash, Itching. Treatments: Antiviral medications, Calamine lotion, Acetaminophen (Tylenol) for fever and discomfort."
Vibrio infection,"Vibrio infection is a bacterial infection caused by the Vibrio bacterium. Symptoms: Diarrhea, Abdominal pain, Nausea and vomiting, Fever, Chills, Low blood pressure. Treatments: Antibiotics, Supportive care."
West Nile virus infection,"West Nile virus (WNV) is a viral infection that typically spreads through the bite of an infected mosquito. Most people with WNV do not experience any symptoms. However, about 1 in 5 people who are infected will develop a fever along with other symptoms. Symptoms: Fever, Headache, Body aches, Fatigue, Back pain, Skin rash, Swollen lymph nodes. Treatments: There is no specific treatment for WNV infection, Over-the-counter pain relievers can help reduce fever and relieve some symptoms, In severe cases, hospitalization may be necessary for supportive care, such as intravenous fluids, pain management, and nursing care."
Adenoiditis,"Adenoiditis is an inflammation of the adenoids, which are small pads of tissue located in the back of the throat. Symptoms: Difficulty breathing through the nose, Snoring, Mouth breathing. Treatments: Antibiotics, Nasal decongestants, Surgery to remove the adenoids."
Anal fissure,"An anal fissure is a tear in the lining of the anus, which can cause pain and bleeding during bowel movements. Symptoms: Pain during bowel movements, Bleeding from the anus, Itching or burning around the anus. Treatments: Stool softeners, Topical analgesics, Surgery in severe cases."
Bursitis,"Bursitis is an inflammation of the bursae, which are small sacs of fluid that cushion the joints and reduce friction between bones and soft tissues. Symptoms: Joint pain, Swelling and redness, Stiffness and limited range of motion. Treatments: Rest and ice, Anti-inflammatory medication, Physical therapy."
Cholecystitis,"Cholecystitis is an inflammation of the gallbladder, which is a small organ located near the liver that stores bile. Symptoms: Abdominal pain, Nausea and vomiting, Fever and chills. Treatments: Antibiotics, Pain medication, Surgery to remove the gallbladder in severe cases."
Chronic bronchitis,"Chronic bronchitis is a type of chronic obstructive pulmonary disease (COPD) that causes inflammation and narrowing of the airways in the lungs. Symptoms: Persistent cough, Shortness of breath, Chest tightness. Treatments: Bronchodilators, Corticosteroids, Oxygen therapy in severe cases."
Cirrhosis of the liver,"Cirrhosis is a late stage of scarring of the liver caused by long-term liver damage. It can lead to liver failure and other complications such as bleeding, infections, and liver cancer. Symptoms: Fatigue, Weakness, Loss of appetite, Nausea and vomiting, Abdominal pain and swelling, Jaundice, Itchy skin, Easy bruising and bleeding, Spider-like blood vessels on the skin. Treatments: Medications to manage complications, Dietary changes to limit salt and fluid intake, Alcohol abstinence, Liver transplant."
Congestive heart failure,"Congestive heart failure occurs when the heart is unable to pump enough blood to meet the body's needs. It can lead to symptoms such as shortness of breath, fatigue, and swelling in the legs and ankles. Symptoms: Shortness of breath, Fatigue, Swelling in the legs, ankles, or feet, Rapid or irregular heartbeat, Chest pain, Persistent cough or wheezing, Lack of appetite, Confusion or impaired thinking. Treatments: Medications to manage symptoms and improve heart function, Lifestyle changes such as diet and exercise, Implantation of devices such as pacemakers or defibrillators, Heart transplant."
Dental caries,"Dental caries, also known as tooth decay, is a common dental problem caused by the breakdown of tooth enamel by bacteria. It can lead to pain, infection, and tooth loss if left untreated. Symptoms: Toothache or pain when eating or drinking, Sensitivity to hot or cold temperatures, Visible holes or pits in the teeth, Dark spots on the teeth, Bad breath or a bad taste in the mouth. Treatments: Fillings to repair cavities, Crowns to cover damaged teeth, Root canal therapy to treat infections, Tooth extraction in severe cases."
Heart Attack,"A heart attack occurs when the blood flow to the heart muscle is blocked, usually by a blood clot. This can cause damage to the heart muscle and can be life-threatening. Symptoms: Chest pain or discomfort, Upper body pain or discomfort in the arms, back, neck, jaw, or stomach, Shortness of breath, Nausea or vomiting, Lightheadedness, dizziness, or fainting, Sweating. Treatments: Aspirin, Thrombolytics (clot-busting drugs), Antiplatelet drugs, Coronary angioplasty and stenting, Coronary artery bypass surgery."
Insomnia,"Insomnia is a sleep disorder that makes it difficult to fall asleep or stay asleep. Symptoms: Difficulty falling asleep, Difficulty staying asleep, Waking up too early, Daytime fatigue, Difficulty concentrating. Treatments: Improving sleep habits, Medications, Cognitive behavioral therapy."
Intervertebral disc herniation,"Intervertebral disc herniation is a condition in which the jelly-like center of a spinal disc pushes through a crack in the tough outer layer and puts pressure on the nerves near the spine. Symptoms: Back pain, Leg pain, Numbness or tingling in the legs or feet, Muscle weakness, Bowel or bladder problems. Treatments: Rest and activity modification, Physical therapy, Medications, Surgery."
Jaundice,"Jaundice is a condition that causes yellowing of the skin and whites of the eyes due to a buildup of bilirubin, a yellow pigment produced by the liver. Symptoms: Yellowing of the skin and whites of the eyes, Dark urine, Pale stools, Fatigue, Abdominal pain. Treatments: Treating the underlying cause, Phototherapy, Exchange transfusion, Medications."
Nasal polyps,"Nasal polyps are noncancerous growths that develop in the lining of the nose or sinuses. Symptoms: Stuffy or runny nose, Postnasal drip, Decreased sense of smell, Facial pain or pressure, Snoring. Treatments: Nasal corticosteroids, Nasal sprays, Antihistamines, Surgery."
Otitis media,"Otitis media is an infection or inflammation of the middle ear, which is the space behind the eardrum that contains the small bones that vibrate in response to sound. Symptoms: Ear pain, Fever, Drainage from the ear, Difficulty hearing, Irritability. Treatments: Watchful waiting, Antibiotics, Pain relievers, Surgery."
